formulary_name,med_name_generic,med_action_dose_unit,volume_given,count
PRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Milligram/Kilogram/Hour,none,76254
PRMX morphine 100 mg/100 mL NS Drip,morphine,Not Recorded,,7281
PRMX sodium bicarbonate 150 mEq D5W 1000 mL,sodium bicarbonate/d5w,Not Recorded,,3522
Palifermin 6.25mg (6250 mcg) inj,palifermin,Not Recorded,none,734
Palonosetron 250mcg/5mL inj,palonosetron,Not Recorded,,224
Pamidronate 30 mg/10ml  injection,pamidronate,Not Recorded,,489
Pamidronate 90 mg/10 mL inj,pamidronate,Not Recorded,,69
Panitumumab100 mg/5mL inj,panitumumab,Not Recorded,,3
Pantoprazole 40 mg granules,pantoprazole,Not Recorded,none,3
Pantoprazole 40 mg inj,pantoprazole,Not Recorded,none,945370
Pantoprazole 40 mg tab,pantoprazole,Not Recorded,,29
Pantoprazole IV for Invest.study,pantoprazole P#3001k200042,Not Recorded,none,9
Paricalcitol 2 mcg/mL inj,paricalcitol,Not Recorded,none,632
Paricalcitol 5 mcg/mL inj,paricalcitol,Not Recorded,none,19
Pegaspargase 750 units/1mL inj,pegaspargase,Not Recorded,,92
Pembrolizumab 100 mg inj,pembrolizumab,Not Recorded,none,1
Penicillin G K 20 million units CMPD,Penicillin G K,Not Recorded,none,24
Penicillin G K 5 million unit inj,penicillin g k,Not Recorded,none,20273
"Penicillin G K 5,000,000 unit(s)/ns IVPB",penicillin g k in ns,Not Recorded,none,10705
Penicillin G NA 5Mu inj,penicillin g sod.,Not Recorded,none,192
Penicillin G Pot. 0.1units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded,none,16
Penicillin G Pot. 1000 units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded,none,15
Penicillin G Pot. 10units/mL for Desensitization,Penicillin G Pot./ns,Not Recorded,none,16
"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot.,Not Recorded,,656
"Penicillin G Pot. 3,000,000 units/50 mL D5W IVPB",Penicillin G Pot. D5W,Not Recorded,,1457
"Penicillin G Pot. 3,000,000 units/50 mL IVPB",Penicillin G Pot.,Not Recorded,,13824
"Penicillin G Pot. 50,000 units/mL for Desensitization",Penicillin G Pot./ns,Not Recorded,none,26
Penicillin G Sod. 5 mu/D5W 100mL IVPB,penicillin g sod. in D5W,Not Recorded,,71
Pentamidine 300 mg inj,pentamidine,Not Recorded,none,234
Pentobarbital 50 mg/mL 20 mL inj ADD,pentobarbital add,Milligram/Kilogram/Hour,,482
Pentostatin 10 mg inj,pentostatin,Not Recorded,none,17
Peramivir 200 mg/20mL inj,peramivir,Not Recorded,,118
Perflutren,perflutren,Not Recorded,none,375
Peripheral Parenteral Nutrition,Peripheral Parenteral Nutrition (hyperal),Not Recorded,none,360683
Peripheral TPN,Peripheral TPN,Not Recorded,none,45390
Pertuzumab 420 mg inj,pertuzumab,Not Recorded,none,9
Phenobarbital 130 mg/1 mL inj,phenobarbital,Not Recorded,,8916
Phenobarbital 4 mg/ mL ped. oral syringe,phenobarbital ped liq,Not Recorded,none,1
Phenobarbital 65 mg/1 mL inj,PHENobarbital,Not Recorded,,8202
Phenobarbital 65mg/mL neonate syringe,PHENobarbital in syringe,Not Recorded,none,2
Phentolamine Mesylate 5 mg inj,phentolamine,Not Recorded,none,4
Phenylephrine nasal 0.5% soln 15mL,phenylephrine nasal 0.5%,Not Recorded,,2
Phenytoin 100 mg/2 mL inj,phenytoin,Not Recorded,,1344
Phenytoin 100 mg/4 mL oral susp,phenytoin,Not Recorded,,1
Phenytoin 250 mg/5 mL inj,phenytoin,Not Recorded,,171
Physostigmine 2 mg/2 mL inj,physostigmine,Not Recorded,,26
Phytonadione 10 mg/1 mL inj,phytonadione,Not Recorded,,12482
Phytonadione 5 mg tab,phytonadione,Not Recorded,,12
Phytonadione Ped 1 mg inj,phytonadione ped,Not Recorded,none,7
Phytonadione Ped. 1 mg/mL (Vit.K) neonate syringe,phytonadione in ns,Not Recorded,none,30
Piperacil/Tazobactam  2.25gm inj,piperacillin-tazobact,Not Recorded,none,122
Piperacillin-Tazobactam  4.5 gm inj,piperacillin-tazobactam,Not Recorded,none,3277
Piperacillin-Tazobactam 3.375 gm/50 mL iso-dex,piperacillin-tazobac in iso-dex,Not Recorded,,52283
Piperacillin-Tazobactam 3.375gm inj,piperacillin-tazobact,Not Recorded,none,30784
Piperacillin-Tazobactam 3.375gm/100 mL NS,piperacillin-tazobac in ns,Not Recorded,,149408
Piperacillin-Tazobactam 4.5gm IVPB/NS 100mL,piperacillin-tazobactam in ns,Not Recorded,,337561
Piperacillin-tazob 20mg/mL/NS neonate syringe,piperacillin-tazob in NS syringe,Not Recorded,none,181
Piperacillin-tazobactam 4.5 gm/iso-dex 100 ml ivpb,piperacillin-tazobact/iso-dex,Not Recorded,,21639
Piperacillin/Tazobactam  2.25gm/NS IVPB,piperacillin-tazobact in NS,Not Recorded,none,648
Pipracil-Tazobac 3.375gm/50mL NS (for RAD),piperacillin-tazobac in ns,Not Recorded,,28
Plasma-Lyte A 1000 mL bag,plasmalyte a,Not Recorded,,578115
Pneumococcal 25 mcg/0.5 mL inj,pneumococcal vaccine  poly,Not Recorded,,2
Polyethylene Glycol pwdr 17gm unit dose,polyethylene glycol,Not Recorded,none,1
"Polymyxin B 500,000 unit inj",polymyxin b sulfate,Not Recorded,none,121
Posaconazole 100mg tab,posaconazole,Not Recorded,,2
Posaconazole 300mg inj,posaconazole,Not Recorded,none,4500
Posaconazole 40mg/mL oral susp.,posaconazole,Not Recorded,none,22
Potasium Aceta 2 mEq/mL 100 mL inj,potassium acetate,Not Recorded,,1
PotassPhosphate 3mmol/mL 15mL inj,potassium phosphate,Not Recorded,,27479
Potassium  Acet 100mEq/50mL inj,potassium acetate,Not Recorded,,6
Potassium Aceta 2 mEq/mL 20 mL inj,potassium acetate,Not Recorded,,1028
Potassium Chlor 0.1 meq/ml/NS neonate syringe,potassium chloride in NS syringe,Not Recorded,none,10
Potassium Chlor 0.2 meq/ml/NS neonate syringe,potassium chloride in NS syringe,Not Recorded,none,10
Potassium Chlor 2 meq/ml 10mL inj,potassium chloride,Not Recorded,,56042
Potassium Chloride 10 mEq cap,potassium chloride,Not Recorded,,23
Potassium Chloride 10 mEq tab,potassium chloride,Not Recorded,,15
Potassium Chloride 20 mEq/15 mL liq 473mL BULK,potassium chloride,Not Recorded,,29
"Potassium Chloride 8 mEq cap
",potassium chloride,Not Recorded,,1
Potassium Cl 20meq/NS 500mL ivpb,potassium chloride in NS,Not Recorded,,46
Potassium Cl 30meq/NS 500mL ivpb,potassium chloride in ns,Not Recorded,,63
Potassium Cl 40meq/D5W 500mL (for HF),potassium chloride in d5w,Not Recorded,,86
Potassium Cl 40meq/NS 500mL ivpb,potassium chloride in ns,Not Recorded,,120920
Potassium Level Recheck Reminder,potassium level recheck reminder,Not Recorded,none,1
Potassium Phos 3 mmol/mL 50 mL inj,potassium phosphate,Not Recorded,,1646
Potassium-Phos (K-PhosNeutral) tab,potassium phosphate/sod.phosphate,Not Recorded,,1
Prasugrel 10 mg tab,prasugrel,Not Recorded,,381
Pravastatin 40 mg tab,pravastatin,Not Recorded,,1
PredniSONE 5 mg/5 mL liq 120mL,predniSONE,Not Recorded,,1
Pregabalin 150 mg cap,pregabalin,Not Recorded,,1
Pregabalin 75 mg caps,pregabalin,Not Recorded,none,6
Premix Dextrose 5%,Premix D5W,Not Recorded,none,2550365
Premix Diluent,Premix Diluent,Not Recorded,none,5691785
Premix NS,Premix NS,Not Recorded,none,4643474
"Premix Water, Sterile",Premix Sterile Water,Not Recorded,none,339
Preop famotidine,famotidine,Not Recorded,none,1
PrismaSol B22GK4/0 w/out Calcium soln,prismaSol B22GK4/0,Not Recorded,none,6
Prismasate B22GK4/0 w/o Calcium,prismasate b22gk4/0,Not Recorded,none,1
Prismasate BK 0/3.5 5L bag,Prismasate BK 0/3.5,Not Recorded,,11
Procainamid 1gm/10 mL inj ADD,procainamide add,Milligrams/Minute,,264
Procainamide 1gm/10 mL inj,procainamide,Not Recorded,,45
Procainamide 1gm/2mL inj,procainamide,Not Recorded,,58
Procainamide 1gm/2mL inj ADD,procainamide add..,Milligrams/Minute,,3630
Procainamide 1gm/ns 50mL ivpb for ED use only,procainamide/ns,Not Recorded,,9
Prochlorperazine 10 mg tab,prochlorperazine,Not Recorded,,6
Prochlorperazine 10mg/2mL inj for IV use,prochlorperazine,Not Recorded,,88093
Prochlorperazine 5 mg tab,prochlorperazine,Not Recorded,,1
Prolastin 1gm inj,alpha 1 proteinase inhibitor,Not Recorded,none,3
Promethazine 12.5 mg supp,promethazine supp,Not Recorded,none,28
Promethazine 12.5 mg tab,promethazine tab,Not Recorded,,1
Promethazine 12.5mg IV,promethazine inj,Not Recorded,none,145
Promethazine 25 mg supp,promethazine supp,Not Recorded,none,33
Promethazine 25 mg tab,promethazine tab,Not Recorded,,1
Promethazine 25 mg/1 mL inj,promethazine inj,Not Recorded,,21318
Promethazine 6.25 mg/5 ml 120 mL liq,promethazine,Not Recorded,,3
Propofol 100 mg/ 10 mL Syringe,propofol,Not Recorded,,16
Propofol 200 mg/ 20 mL inj,propofol,Not Recorded,,2341
Propofol 500 mg/50 mL syringe,propofol,Not Recorded,,37
Propranolol 1 mg/1 mL inj,propranolol,Not Recorded,,258
ProtAMINE 10 mg/mL 5 mL inj,protAMINE,Not Recorded,,7201
ProtAMINE 100mg/50ml IVPB,protamine ivpb,Not Recorded,,15
ProtAMINE 10mg/mL 25mL inj,protAMINE,Not Recorded,,224
Protein C Concentrate Human 1000 units/10 mL,Protein C Concentrate Human,Not Recorded,,11
Prothrombin Complex concentrate (Bebulin),prothrombin complex conc.,Not Recorded,none,40
Prothrombin complex (Human) (Kcentra),prothrombin complex,Not Recorded,none,1552
Pyridostigmine 10 mg/2 mL inj,pyridostigmine,Not Recorded,,311
Pyridostigmine 60 mg/5 mL liq 120mL,pyridostigmine,Not Recorded,,1
Pyridoxine 100 mg/1 mL inj,pyridoxine,Not Recorded,,24298
Pyridoxine 100 mg/1mL/NS neonate syringe,pyridoxine in NS syringe,Not Recorded,,1
Pyridoxine 50 mg tab,pyridoxine,Not Recorded,,1
REMIfentanil 1 mg inj,REMIfentanil,Not Recorded,none,5088
REMIfentanil 1000 mcg inj,REMIfentanil,Not Recorded,none,706
REMIfentanil 100mcg/2mL syringe,REMIfentanil,Not Recorded,,1
REMIfentanil 2 mg inj,REMIfentanil,Not Recorded,none,10
RHo (D) immune globulin 1500 intl units/1.3 mL solu,RHo (D) immune globulin,Not Recorded,,32
RHo (D) immune globulin 300 mcg (Rhogam IM),RHo (D) immune globulin,Not Recorded,none,7
RHo (D) immune globulin 300 mcg/1.3 mL inj,RHo (D) immune globulin,Not Recorded,,14
RHo (D) immune globulin 300 mcg/2 mL inj,RHo (D) immune globulin,Not Recorded,,26
Ramucirumab 500 mg/50mL inj,ramucirumab,Not Recorded,,2
Ranitidine 50mg/2mL inj,ranitidine,Not Recorded,,226
Rasburicase 7.5 mg inj.,rasburicase,Not Recorded,none,32
Refresh Classic Ophth Soln 0.4 mL,refresh,Not Recorded,,3
Regadenoson 0.4 mg/5 mL inj,regadenoson,Not Recorded,,3200
RifaMPIN 300 mg cap,rifaMPIN,Not Recorded,,2
RifaMPIN 3mg/mL/NS neonate syringe,rifaMPIN in NS syringe,Not Recorded,none,1
RifaMPIN 600 mg inj,rifaMPIN,Not Recorded,none,2587
Rocuronium 10 mg/mL 10 mL inj,rocuronium,Not Recorded,,2037
Rocuronium 10 mg/mL 5 mL inj,rocuronium,Not Recorded,,8712
Rocuronium 10 mg/mL 5 mL syringe,rocuronium,Not Recorded,,3
Rocuronium 10 mg/mL per mL,rocuronium,Not Recorded,none,8
Rocuronium 10mg/mL 5mL OR syringe,rocuronium,Not Recorded,,47
Ropivacaine 0.5% 30 mL syringe (EUOSH),ropivacaine 0.5%,Not Recorded,,2
Ropivacaine 1% 10mg/mL 20mL,ropivacaine 1%,Not Recorded,,1
Ropivacaine 2 mg/mL 100 mL inj,ropivacaine 0.2%,Not Recorded,,14
Ropivacaine 5 mg/mL 30 mL inj,ropivacaine 0.5%,Not Recorded,,76
Ropivacaine 7.5 mg/mL 20 mL inj,ropivacaine 0.75%,Not Recorded,,2
SJH hyperalimentation 1200-2200mL,hyperalimentation 1200-2200mL,Not Recorded,,304628
SJH hyperalimentation <1200mL,hyperalimentation <1200mL,Not Recorded,,13738
SJH hyperalimentation >2200mL,hyperalimentation >2200mL,Not Recorded,,8387
SMOFlipid 20% 100 mL (Neonate),fat emulsion 20% (SMOFlipid),Not Recorded,,65
SMX-TMP 800 mg-160 mg/20 mL suspension,sulfamethoxazole-trimethoprim,Not Recorded,,1
SUMAtriptan 6mg/0.5mL inj,SUMAtriptan succinate,Not Recorded,,3
SUfentanil 100 mcg/2 mL inj,SUfentanil,Not Recorded,,38
SUfentanil 250 mcg/5 mL inj,SUfentanil,Not Recorded,,3
SUfentanil 50 mcg/1 mL inj,SUFentanil,Not Recorded,,8
Sargramustim 250 mcg inj,sargramostim,Not Recorded,none,5
Scopolamine 0.4 mg/ 1 mL inj,scopolamine,Not Recorded,,12
Scopolamine patch,scopolamine,Not Recorded,none,1499
Secretin 16mcg synthetic human,secretin,Not Recorded,none,14
Selenium 400 mcg/10 mL inj,Selenious acid,Not Recorded,,12
Selenium 600 mcg/10 mL inj,Selenious acid,Not Recorded,,1786
Sildenafil 10 mg/12.5 mL inj.,sildenafil,Not Recorded,,877
Siltuximab 400 mg inj,siltuximab,Not Recorded,none,2
Sincalide 5 mcg inj,sincalide,Not Recorded,none,3
Sirolimus 0.5 mg tab,sirolimus,Not Recorded,,1
Sodium  Bicarb. 0.5mEq/1mL neonate syringe,sod. bicarbonate in syringe,Not Recorded,,2
Sodium  Bicarbonate 0.25mEq/1mL neonate syringe,sod bicarbonate in syringe,Not Recorded,,6
Sodium  Bicarbonate 0.5meq/mL neonate syringe,sod bicarbonate,Not Recorded,none,11
Sodium  Bicarbonate 2.5 mEq/5mL inj,sod bicarbonate inj,Not Recorded,,15
Sodium  Bicarbonate 5 mEq/10mL syringe,sod bicarbonate inj,Not Recorded,,36
Sodium Acetate 2 mEq/mL 20 mL inj,sodium acetate,Not Recorded,,608
Sodium Acetate 2 mEq/mL inj,sodium acetate,Not Recorded,none,6119
Sodium Bicarb 10 mEq/10 mL  inj,sodium bicarbonate,Not Recorded,,188
Sodium Bicarb 50 mEq/50 mL  vial,sodium bicarbonate,Not Recorded,,240162
Sodium Bicarb 50 mEq/50 mL ADD,sodium bicarbonate,Not Recorded,,28571
Sodium Bicarb 50 mEq/50 mL vial CMPD,sodium bicarbonate,Not Recorded,,980
Sodium Bicarb 50 mEq/50mL syringe,sodium bicarbonate,Not Recorded,,170249
Sodium Bicarbonate 650 mg tab,sodium bicarbonate,Not Recorded,,1
Sodium Chloride 0.9% (50mL vial) for Remodulin,ns 50mL vial,Not Recorded,,4
Sodium Chloride 0.9% 5mL Flush syr. (neonate),sodium chloride flush,Not Recorded,,43
Sodium Chloride 3% 4mL inhalation soln.,sodium chloride 3%,Not Recorded,,1
Sodium Glycerophosphate 20mmol/20mL inj,sodium glycerophosphate,Not Recorded,,9183
Sodium Phosphat 3 mm/mL 50 mL inj,sodium phosphate,Not Recorded,,32465
Sodium Phosphate 3mmol/ml  15 mL inj,sodium phosphate,Not Recorded,,7914
Sodium Tetradecyl sulfate 1% inj,sodium tetradecyl sulfate,Not Recorded,none,1
Sodium Tetradecyl sulfate 3% inj,sodium tetradecyl 3%,Not Recorded,none,1
Sodium Thiosulfate 25% 50 mL inj,sodium thiosulfate 25%,Not Recorded,,832
Sodium benzoate-Sodium phenylacetate 10%,sod.benzoate-sod.phenylacetate,Not Recorded,none,56
Standard PAL Line IV fluid,Standard PAL Line fluid,Not Recorded,none,167
Standard UAC Line IV fluid,Standard UAC Line fluid,Not Recorded,none,153
Standard UVC Line IV fluid,Standard UVC Line fluid,Not Recorded,none,101
Sterile/Free Water flush,"water, sterile/free flush",Not Recorded,none,1
Streptomycin 1 gm inj,streptomycin,Not Recorded,none,16
Streptozocin 1gm inj,streptozocin,Not Recorded,none,4
Succinylcholine 20 mg/mL OR syringe,succinylcholine,Not Recorded,none,1
Succinylcholine 200 mg/10 mL inj,succinylcholine,Not Recorded,,2193
Succinylcholine 200 mg/10 ml syringe (EUOSH),succinylcholine,Not Recorded,,1
Succinylcholine 200mg syr for pyxis,succinylchloline,Not Recorded,none,6
Succinylcholine 20mg/mL 10mL syringe,succinylcholine,Not Recorded,,20
Succinylcholine 20mg/mL 5mL syringe,succinylcholine,Not Recorded,,3
Succinylcholine 20mg/ml 10ml OR syringe,succinylcholine,Not Recorded,,11
Succinylcholine 60 mg/3 mL syringe,succinylcholine,Not Recorded,,1
Sugammadex 200 mg/2mL inj,sugammadex,Not Recorded,,52
Sugammadex 500 mg/5mL inj,sugammadex,Not Recorded,,29
Sulfamethoxazole-Trimethoprim 80mg-16  mg/mL 10mL inj,sulfamethoxazole-trimethoprim,Not Recorded,,4178
Sulfamethoxazole-Trimethoprim 80mg-16 mg/mL inj,sulfamethoxazole-trimethoprim,Not Recorded,none,4343
"Syringe, chemo","Syringe, chemo",Not Recorded,none,42
TACRolimus 0.5 mg cap,TACRolimus,Not Recorded,,61
TACRolimus 1 mg cap,TACRolimus,Not Recorded,,7
TACRolimus 5mg inj,TACRolimus,Not Recorded,none,21146
TBO-filgrastim 300 mcg/0.5 mL inj,TBO-filgrastim,Not Recorded,,2
TIGEcycline 50 mg inj,TIGEcycline,Not Recorded,none,3190
TOPOtecan 4 mg/ 4 mL inj,TOPOtecan,Not Recorded,,19
Tamsulosin 0.4  mg cap,tamsulosin,Not Recorded,,1
Telavancin 250 mg inj,telavancin,Not Recorded,none,144
Telavancin 750 mg inj,telavancin,Not Recorded,none,33
Temsirolimus 25 mg/mL inj.,temsirolimus,Not Recorded,none,1
Terbutaline 1 mg/1 mL inj,terbutaline,Not Recorded,,16
"Tetanus/Diphtheria/Pertussis, Acel (Tdap) 0.5 mL","tetanus/diphtheria/pertussis, acel (Tdap)",Not Recorded,,1
Tetanus/Dipth. Tox. Adsb. 0.5 ml inj,Tetanus/Diptheria toxoid,Not Recorded,,10
Tetracaine 1% 2mL inj,tetracaine 1%,Not Recorded,,1
Thiamine 100 mg/ml 2mL inj,thiamine,Not Recorded,,174096
Thiamine 100 mg/ml 2mL inj FOR COMPOUNDING USE,thiamine,Not Recorded,,56650
Thiotepa 15 mg inj,thiotepa,Not Recorded,none,80
Thrombin 5000 unit recombinant powder,thrombin,Not Recorded,none,2
Ticagrelor 90 mg tab,ticagrelor,Not Recorded,,316
Ticar/Clav 3.1 IVPB,ticarcillin-clavulanate/ns,Not Recorded,none,110
Tirofiban 50 mcg/ mL 250 mL Drip*,tirofiban/ns,Not Recorded,,143
Tobramycin 1.2gm/30ml Bulk Vial,tobramycin,Not Recorded,,3272
Tobramycin 80 mg/ 100 mL NS,tobramycin,Not Recorded,,18
Tobramycin 80 mg/2 mL inj,tobramycin,Not Recorded,,4054
Tobramycin Intermittent Dosing by Pharmacist,tobramycin intermittent dosing,Not Recorded,none,1
Tocilizumab 200 mg/10mL inj,tocilizumab,Not Recorded,,124
Tocilizumab 400 mg/20mL inj,tocilizumab,Not Recorded,,376
Tolterodine 2 mg tab,tolterodine,Not Recorded,,1
Tolterodine LA 4 mg cap,tolterodine LA,Not Recorded,,1
Topiramate 100 mg tab,topiramate,Not Recorded,,1
TraMADOL 50 mg tab,traMADOL,Not Recorded,,1
Trabectedin 1mg inj.,trabectedin,Not Recorded,none,75
Trace Elements 10 mL inj,trace elements,Not Recorded,,124
Tranexamic acid 100 mg/mL inj,tranexamic acid,Not Recorded,none,7479
Tranexamic acid 1000 mg/NS 100mL,tranexamic acid,Not Recorded,,375
Tranexamic acid 2gm bolus dose,tranexamic acid,Not Recorded,none,77
Tranexamic acid 650 mg tab,tranexamic acid,Not Recorded,,51
Trastuzumab 150 mg inj,trastuzumab,Not Recorded,none,9
Trastuzumab 440 mg inj,trastuzumab,Not Recorded,none,12
Trepostinil 5 mg/mL 20mL inj,treprostinil,Not Recorded,,106
Treprostinil 1 mg/mL 20mL inj,treprostinil,ng/kg/min,,28
Treprostinil 10 mg/mL 20mL,treprostinil,Not Recorded,,29
Treprostinil 2.5 mg/mL 20mL,treprostinil,Not Recorded,,103
Treprostinil 20mg/20mL inj,trepostinil,Not Recorded,,80
Treprostinil 20mg/20mL inj,treprostinil,Not Recorded,,9
Tri-sodium Citrate,sod. citrate-citric acid,Not Recorded,none,15
Triamcinolone acet  40 mg/ 1 mL inj,triamcinolone,Not Recorded,,1
Trimethobenzamide 200 mg/2 mL inj,trimethobenzamide,Not Recorded,,1
Trisodium citrate solution,anticoag. sodium citrate,Not Recorded,none,1
Tromethamine 500 mL  Btl,tromethamine,Not Recorded,,4418
Ustekinumab 130mg/26mL inj,ustekinumab,Not Recorded,,14
Valproate 250mg/5mL Liq,valproate,Not Recorded,,3
Valproate Sodium 500 mg/ 5 mL inj,valproate,Not Recorded,,21497
Vancomycin 125 mg cap,vancomycin,Not Recorded,,1
Vancomycin 1250mg/ NS 250mL IVPB,vancomycin/ns,Not Recorded,,17506
Vancomycin 1250mg/NS 250mL IVPB,vancomycin/ns,Not Recorded,,105411
Vancomycin 1500mg/500ml NS ivpb,vancomycin in ns,Not Recorded,,39672
Vancomycin 1500mg/NS ivpb (EUOSH ONLY),vancomycin in ns,Not Recorded,none,68672
Vancomycin 1750mg/NS 500ml IVPB,vancomycin in ns,Not Recorded,,8435
Vancomycin 1gm inj,vancomycin,Not Recorded,none,58757
Vancomycin 1gm/ 200mL Iso-Dex IVPB,vancomycin in D5W,Not Recorded,,65538
Vancomycin 1gm/NS 250mL IVPB,vancomycin in NS,Not Recorded,,10367
Vancomycin 1gm/NS 250ml  IVPB,vancomycin in ns,Not Recorded,,95228
Vancomycin 250 mg/5 mL oral soln.,vancomycin,Not Recorded,,5
Vancomycin 500 mg inj,vancomycin,Not Recorded,none,5174
Vancomycin 500 mg/100ml - Iso-Dex,vancomycin in iso-dex,Not Recorded,,2872
Vancomycin 500 mg/NS 100ml ivpb,vancomycin/ns,Not Recorded,,9565
Vancomycin 500mg (10gm vial),vancomycin,Not Recorded,none,87110
Vancomycin 500mg in NS 500mL enema,vancomycin enema,Not Recorded,,2
Vancomycin 5mg/mL/NS neonate syringe,vancomycin in NS syringe,Not Recorded,none,579
Vancomycin 750 mg inj.,vancomycin,Not Recorded,none,16727
Vancomycin 750 mg/150 mL,vancomycin,Not Recorded,,2680
Vancomycin 750 mg/150 mL Iso-Dex,vancomycin in iso-dex,Not Recorded,,44581
Vancomycin Intermittent Dosing by Pharmacist,vancomycin intermittent dosing,Not Recorded,none,1
Vancomycin Intermittent Dosing by Pharmacist,vancomycin pulse dosing,Not Recorded,none,2
Vasopressin 20 unit/ml 10ml inj,vasopressin,Not Recorded,,50924
Vasopressin 20 units/ 1 mL (Vasostrict),vasopressin,Unit/Minute,,893643
Vasopressin 20 units/ 1 mL inj,vasopressin,Unit/Minute,,30960
Vasopressin/Placebo for study,vasopressin/placebo (P#IDS22),Not Recorded,none,6
Vecuronium 10 mg inj,vecuronium,Not Recorded,none,18341
Vecuronium 1mg/mL 10mL syringe,vecuronium,Not Recorded,,17
Vecuronium 1mg/mL neonate syringe,vecuronium in NS syringe,Not Recorded,none,21
Vecuronium 20 mg inj,vecuronium,Not Recorded,none,13
Vedolizumab 300 mg inj.,vedolizumab,Not Recorded,none,17
Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 300 mcg/3 mL,Not Recorded,,250
Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 5 mg/50 mL,Not Recorded,,34
Verapamil 5 mg/2 mL inj,verapamil,Not Recorded,,2098
VinBLAStine 10 mg/10 mL inj,vinBLAStine,Not Recorded,,37
VinCRIStine 1 mg/mL inj,vinCRIStine,Not Recorded,none,5953
VinORELBine 10 mg/1 mL inj,vinORELBine,Not Recorded,,71
Vincristine 2 mg/ 2mL inj,vincristine,Not Recorded,,978
Visipaque 320 mg 200 mL btl,iodixanol,Not Recorded,,1
Voriconazole 200 mg inj,voriconazole,Not Recorded,none,4580
Voriconazole 200 mg tab,voriconazole,Not Recorded,,1
Voriconazole 50mg tab,voriconazole,Not Recorded,,5
"Water, Sterile 100  mL bag","water, sterile",Not Recorded,,95
"Water, Sterile 1000 mL IV bag","water, sterile bag",Not Recorded,,75232
"Water, Sterile 2 Liter bag","water, sterile",Not Recorded,,51
"Water, Sterile 20 mL inj","water, sterile",Not Recorded,,60
"Water, Sterile 50 mL inj","water, sterile",Not Recorded,,15979
"Water, Sterile Irrig 1500 mL","water, sterile irrig",Not Recorded,,3
"Water,St. 1000 mL  irrigation btl","water, sterile irr btl",Not Recorded,,1
"Water,Sterile 10 mL inj","water, sterile",Not Recorded,,15
Zidovudine 200mg inj,zidovudine,Not Recorded,none,813
Zidovudine 4mg/mL/D5W neonate syringe,zidovudine in D5W syringe,Not Recorded,none,14
Zinc Sulfate 5 mg/mL inj,zinc sulfate,Not Recorded,none,6116
Zinc Trace Element 10 mg/10 mL inj,zinc,Not Recorded,,1592
Zinecard 500 mg inj cardio tox,dexrazoxane,Not Recorded,none,22
Ziprasidone 20 mg/ 1 mL inj,ziprasidone,Not Recorded,,13
Zoledronic 4 mg inj,zoledronic acid,Not Recorded,none,925
Zoledronic 4 mg/NS 100mL,zoledronic acid in ns,Not Recorded,,30
Zoledronic acid 4 mg/100 mL premix IVPB,zoledronic acid,Not Recorded,,408
Zoledronic acid 5 mg/100 mL IVPB,zoledronic acid,Not Recorded,,8
acetaminophen 10 mg/mL neonate IVPB syringe,acetaminophen IVPB syringe,Not Recorded,none,6
acetaminophen-codeine 300 mg-15 mg tab,acetaminophen-codeine,Not Recorded,,1
adenosine 200 mcg/20 mL syringe  CATH LAB ONLY,adenosine syringe CATH LAB ONLY,Not Recorded,,5
adenosine 90 mg/90 mL NS CATH LAB,adenosine,Not Recorded,,401
albuterol 2.5 mg/ 0.5 ml neb,albuterol,Not Recorded,,3
albuterol 2.5 mg/0.5mL neb,albuterol,Not Recorded,,2
albuterol 2.5 mg/3 mL neb,albuterol 0.083%,Not Recorded,,2
alteplase 2 mg inj Syringe,alteplase,Milligram/Hour,none,1660
alteplase STEMI bolus inj,alteplase,Not Recorded,none,3
alteplase inj for bolus,alteplase,Not Recorded,none,325
alteplase per 10 mg,alteplase,Milligram/Hour,none,1817
alteplase per 12.5mg ADD,alteplase,Not Recorded,none,13635
amiodarone 500 mg/250 mL CATH LAB,amiodarone,Not Recorded,,27
amphotericin B lock soln. 2.5mg/ml 2ml syr.,amphotericin B lock soln.,Not Recorded,,4
anti-inhibitor coagulant complex 1000 units,anti-inhibitor coagulant complex,Not Recorded,none,114
anti-inhibitor coagulant complex 2500 units,anti-inhibitor coagulant complex,Not Recorded,none,570
anti-inhibitor coagulant complex 50 units,anti-inhibitor coagulant complex,Not Recorded,none,36
anti-inhibitor coagulant complex 50 units inj,anti-inhibitor coagulant complex,Not Recorded,none,439
antihemophilic factor 8 recombinant 1000 units,factor 8,Not Recorded,none,194
antihemophilic factor 8 recombinant 1000 units,factor 8 (Kogenate),Not Recorded,none,67
antihemophilic factor 8 recombinant 1000 units inj,antihemophilic factor 8,Not Recorded,none,101
antihemophilic factor 8 recombinant 2000 units,factor 8,Not Recorded,none,388
antihemophilic factor 8 recombinant 2000 units,factor 8 (Kogenate),Not Recorded,none,84
antihemophilic factor 8 recombinant 250 units,factor 8,Not Recorded,none,5
antihemophilic factor 8 recombinant 3000 units,factor 8,Not Recorded,none,61
