Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,Unnamed: 8,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,is_fluids
55,ANES MetoPROLOL 1 mg/mL inj,metoPROLOL,Not Recorded,none,9906,,,,1.0 mg,mg,1.0,none,False,True,False
56,ANES Midazolam 1mg/mL inj 5 mL,midazolam,Not Recorded,5.0 mL,140813,mL,5.0,,1.0 mg,mg,1.0,none,False,True,False
57,ANES Milrinone 1 mg/mL inj,milrinone,Not Recorded,none,336,,,,1.0 mg,mg,1.0,none,False,True,False
58,ANES Milrinone 40 mg Drip std*,milrinone/d5w,Not Recorded,none,4668,,,,40.0 mg,mg,40.0,none,True,True,False
59,ANES Morphine-PF 0.5 mg/mL inj,morphine,Not Recorded,none,23,,,,0.5 mg,mg,0.5,none,False,True,False
60,ANES NOREPInephrine 4mg Drip std*,NOREPInephrine in d5w,Not Recorded,none,85943,,,,4.0 mg,mg,4.0,none,True,True,False
61,ANES Neostigmine 1 mg/mL inj,neostigmine,Not Recorded,none,46603,,,,1.0 mg,mg,1.0,none,False,True,False
62,ANES Nitroglycerin 50 mg/250 mL D5W Drip std*,nitroglycerin/d5w,Not Recorded,250.0 mL,1015,mL,250.0,,50.0 mg,mg,50.0,50.0 mg/250.0 ML,True,True,False
63,ANES Nitroprusside 50 mg/250 mL NS Drip Std*,nitroprusside,Not Recorded,250.0 mL,119,mL,250.0,,50.0 mg,mg,50.0,50.0 mg/250.0 ML,True,True,False
64,ANES Octreotide  500  mcg/100 mL NS Drip Std*,octreotide,Not Recorded,100.0 mL,131,mL,100.0,,500.0 mcg,mcg,500.0,500.0 mcg/100.0 ML,True,True,False
65,ANES Ondansetron 2 mg/1 mL inj,ondansetron,Not Recorded,1.0 mL,58596,mL,1.0,,2.0 mg,mg,2.0,2.0 mg/1.0 ML,False,True,False
66,ANES PHENYLephrine 100mcg/mL OR syringe,PHENYLephrine,Not Recorded,none,472922,,,,100.0 mcg,mcg,100.0,none,False,True,False
67,ANES PHENYLephrine 25mg/250 mL NS drip std*,PHENYLephrine in ns,Not Recorded,250.0 mL,45734,mL,250.0,,25.0 mg,mg,25.0,25.0 mg/250.0 ML,True,True,False
68,ANES Piperacillin-Tazobactam 3.375gm inj,piperacillin-tazobactam,Not Recorded,none,7,,,,3.375 gm,gm,3.375,none,False,True,False
69,ANES Procainamide 100 mg/mL inj,procainamide,Not Recorded,none,3,,,,100.0 mg,mg,100.0,none,False,True,False
70,ANES Propofol 10 mg/1 mL inj,propofol,Not Recorded,1.0 mL,361295,mL,1.0,,10.0 mg,mg,10.0,10.0 mg/1.0 ML,False,True,False
71,ANES Propofol 1000 mg/100 mL Drip std*,propofol,Not Recorded,100.0 mL,28607,mL,100.0,,1000.0 mg,mg,1000.0,1000.0 mg/100.0 ML,True,True,False
72,ANES REMIfentanil 10 mcg/mL inj,REMIfentanil,Not Recorded,none,705,,,,10.0 mcg,mcg,10.0,none,False,True,False
73,ANES REMIfentanil 25 mcg/mL inj,REMIfentanil,Not Recorded,none,54,,,,25.0 mcg,mcg,25.0,none,False,True,False
74,ANES REMIfentanil 5 mcg/mL inj,REMIfentanil,Not Recorded,none,52,,,,5.0 mcg,mcg,5.0,none,False,True,False
75,ANES REMIfentanil 50 mcg/mL inj,REMIfentanil,Not Recorded,none,232,,,,50.0 mcg,mcg,50.0,none,False,True,False
76,ANES Ranitidine 25 mg/mL inj,ranitidine,Not Recorded,none,20,,,,25.0 mg,mg,25.0,none,False,True,False
77,ANES Rocuronium 10 mg/mL 10 mL inj,rocuronium,Not Recorded,10.0 mL,330545,mL,10.0,,10.0 mg,mg,10.0,none,False,True,False
78,ANES SUfentanil 50 mcg/mL inj,SUfentanil,Not Recorded,none,5761,,,,50.0 mcg,mcg,50.0,none,False,True,False
79,ANES Sodium Bicarb 1 mEq/mL syringe,sodium bicarbonate,Not Recorded,none,4751,,,,1.0 mEq,mEq,1.0,none,False,True,False
80,ANES Succinylcholine 20mg/ml 10ml OR syringe,succinylcholine,Not Recorded,10.0 mL,51614,mL,10.0,,20.0 mg,mg,20.0,none,False,True,False
81,ANES Tranexamic acid 100 mg/100mL NS,tranexamic acid,Not Recorded,100.0 mL,55771,mL,100.0,,100.0 mg,mg,100.0,100.0 mg/100.0 ML,True,True,False
82,ANES Tranexamic acid 50 mg/mL inj,tranexamic acid,Not Recorded,none,13001,,,,50.0 mg,mg,50.0,none,False,True,False
83,ANES Vasopressin 2 units/mL inj,vasopressin,Not Recorded,none,15725,,,,2.0 unit,unit,2.0,none,False,True,False
84,ANES Vecuronium 1 mg/mL inj,vecuronium,Not Recorded,none,44930,,,,1.0 mg,mg,1.0,none,False,True,False
85,ANES Verapamil 2.5 mg/mL inj,verapamil,Not Recorded,none,50,,,,2.5 mg,mg,2.5,none,False,True,False
86,ANES albuterol CFC free 90 mcg/inh,albuterol,Not Recorded,none,923,,,,90.0 mcg,mcg,90.0,none,True,True,False
87,ANES amiodarone 750 mg/500 mL D5W Premix,amiodarone 750mg/500mL D5W drip,Not Recorded,500.0 mL,1518,mL,500.0,,750.0 mg,mg,750.0,750.0 mg/500.0 ML,True,True,False
88,ANES basiliximab 20mg/50 mL NS,basiliximab,Not Recorded,50.0 mL,2952,mL,50.0,,20.0 mg,mg,20.0,20.0 mg/50.0 ML,True,True,False
89,ANES bivalirudin 250 mg / 50 mL NS,bivalirudin,Not Recorded,50.0 mL,353,mL,50.0,,250.0 mg,mg,250.0,250.0 mg/50.0 ML,True,True,False
90,ANES bupivacaine 0.25%/ns epidural,bupivacaine 0.25%/ns epidural,Not Recorded,none,7,,,,none,,,none,False,True,False
91,ANES cisatracurium 2 mg/mL 10 mL inj,cisatracurium,Not Recorded,10.0 mL,13123,mL,10.0,,2.0 mg,mg,2.0,none,False,True,False
92,ANES citric acid-sodium citrate soln,citric acid-na citrate,Not Recorded,none,15,,,,none,,,none,True,True,False
93,ANES desmopressin 40 mcg/50 mL NS,ANES desmopressin,Not Recorded,50.0 mL,508,mL,50.0,,40.0 mcg,mcg,40.0,40.0 mcg/50.0 ML,True,True,False
94,"ANES epoprostenol 20,000ng/mL inhale",epoprostenol inhale,Not Recorded,none,1319,,,,20000.0 ng,ng,20000.0,none,False,True,False
95,ANES hePARIN 1000 units/mL 1 mL inj,hePARIN,Not Recorded,1.0 mL,27703,mL,1.0,,1000.0 unit,unit,1000.0,none,False,True,False
96,ANES ketamine 10 mg/1 mL,ketamine,Not Recorded,1.0 mL,46914,mL,1.0,,10.0 mg,mg,10.0,10.0 mg/1.0 ML,True,True,False
97,ANES ketamine 100 mg/1 mL,ketamine,Not Recorded,1.0 mL,2192,mL,1.0,,100.0 mg,mg,100.0,100.0 mg/1.0 ML,True,True,False
98,ANES ketamine 200 mg/50 mL drip,ketamine,Not Recorded,50.0 mL,410,mL,50.0,,200.0 mg,mg,200.0,200.0 mg/50.0 ML,True,True,False
99,ANES levothyroxine 0.4 mcg/mL IV,levothyroxine,Not Recorded,none,97,,,,0.4 mcg,mcg,0.4,none,True,True,False
100,ANES methocarbamol 500 mg/50 mL NS,methocarbamol,Not Recorded,50.0 mL,1526,mL,50.0,,500.0 mg,mg,500.0,500.0 mg/50.0 ML,True,True,False
101,ANES methylPREDNISolone 500 mg/50 mL NS,methylPREDNISolone,Not Recorded,50.0 mL,2088,mL,50.0,,500.0 mg,mg,500.0,500.0 mg/50.0 ML,True,True,False
102,ANES micafungin 1.5 mg/mL,micafungin,Not Recorded,none,14,,,,1.5 mg,mg,1.5,none,True,True,False
103,ANES mycophenolate 750mg/250 mL D5W,mycophenolate mofetil,Not Recorded,250.0 mL,195,mL,250.0,,750.0 mg,mg,750.0,750.0 mg/250.0 ML,True,True,False
104,ANES niCARdipine 40 mg/200mL NS  Drip std*,ANES niCARdipine/NS drip,Not Recorded,200.0 mL,2131,mL,200.0,,40.0 mg,mg,40.0,40.0 mg/200.0 ML,True,True,False
105,ANES oxytocin 10 units/mL,oxytocin,Not Recorded,none,2,,,,10.0 unit,unit,10.0,none,True,True,False
106,"ANES penicillin 2,000,000 U/50 mL IVPB",penicillin 2MU IVPB,Not Recorded,50.0 mL,6,mL,50.0,,2000000.0 unit,unit,2000000.0,0.0 unit/50.0 ML,True,True,False
107,ANES protAMINE 10 mg/mL inj,protAMINE,Not Recorded,none,20363,,,,10.0 mg,mg,10.0,none,False,True,False
108,ANES sugammadex 100 mg/mL soln,sugammadex,Not Recorded,none,75288,,,,100.0 mg,mg,100.0,none,True,True,False
109,ANES vasopressin 20 unit/50 mL NS drip,vasopressin 100 drip,Not Recorded,50.0 mL,6369,mL,50.0,,20.0 unit,unit,20.0,20.0 unit/50.0 ML,True,True,False
110,ANES vasopressin 20 unit/50 mL NS drip,vasopressin 200 drip,Not Recorded,50.0 mL,215,mL,50.0,,20.0 unit,unit,20.0,20.0 unit/50.0 ML,True,True,False
111,ANES vasopressin 20 unit/50 mL NS drip,vasopression 20 unit drip,Not Recorded,50.0 mL,12614,mL,50.0,,20.0 unit,unit,20.0,20.0 unit/50.0 ML,True,True,False
112,ANES verapamil 100 mcg/mL CATH LAB,verapamil,Not Recorded,none,1,,,,100.0 mcg,mcg,100.0,none,True,True,False
113,ANESMycophenolate 500 mg inj,mycophenolate,Not Recorded,none,2,,,,500.0 mg,mg,500.0,none,False,True,False
114,Abatacept 250 mg inj,abatacept,Not Recorded,none,124,,,,250.0 mg,mg,250.0,none,False,False,False
115,Abciximab 10 mg/5 mL inj,abciximab,Not Recorded,5.0 mL,70,mL,5.0,,10.0 mg,mg,10.0,10.0 mg/5.0 ML,False,False,False
116,Abciximab 10 mg/5 mL inj ADD,abciximab ADD,Micrograms/Minute,5.0 mL,292,mL,5.0,,10.0 mg,mg,10.0,10.0 mg/5.0 ML,False,False,False
117,AcetaZOLAMIDE 250 mg tab,acetaZOLAMIDE,Not Recorded,none,1,,,,250.0 mg,mg,250.0,none,False,False,False
118,AcetaZOLAMIDE 500 mg inj,acetaZOLAMIDE,Not Recorded,none,10966,,,,500.0 mg,mg,500.0,none,False,False,False
119,Acetaminophen 100 mg/mL Ped liq BULK btl.,acetaminophen,Not Recorded,none,1,,,,100.0 mg,mg,100.0,none,True,False,False
120,Acetaminophen 1000mg/100mL IVPB,acetaminophen,Not Recorded,100.0 mL,94592,mL,100.0,,1000.0 mg,mg,1000.0,1000.0 mg/100.0 ML,True,False,False
121,Acetaminophen 100mg/mL Ped oral syringe,acetaminophen ped liq,Not Recorded,none,1,,,,100.0 mg,mg,100.0,none,False,False,False
122,Acetaminophen 120 mg supp,acetaminophen,Not Recorded,none,1,,,,120.0 mg,mg,120.0,none,False,False,False
123,Acetaminophen 160 mg/5 mL liq. 120mL,acetaminophen,Not Recorded,5.0 mL,2,mL,5.0,,160.0 mg,mg,160.0,160.0 mg/5.0 ML,True,False,False
124,Acetaminophen 325 mg supp,acetaminophen,Not Recorded,none,4,,,,325.0 mg,mg,325.0,none,False,False,False
125,Acetaminophen 325 mg tab,acetaminophen,Not Recorded,none,531,,,,325.0 mg,mg,325.0,none,False,False,False
126,Acetaminophen 650 mg supp,acetaminophen,Not Recorded,none,33,,,,650.0 mg,mg,650.0,none,False,False,False
127,Acetaminophen 650/20.3  mL liq,acetaminophen,Not Recorded,20.3 mL,11,mL,20.3,,none,,,none,True,False,False
128,Acetylcholine I-coronary 0.18mcg/mL Low conc. 20mL syringe,acetylcholine i-cornonary low conc.,Not Recorded,20.0 mL,17,mL,20.0,,0.18 mcg,mcg,0.18,none,False,False,False
129,Acetylcholine I-coronary 18mcg/mL High conc. 20mL syringe,acetylcholine i-cornonary High conc.,Not Recorded,20.0 mL,17,mL,20.0,,18.0 mcg,mcg,18.0,none,False,False,False
130,Acetylcysteine 10% Sol 10 mL,acetylcysteine 10%,Not Recorded,10.0 mL,1,mL,10.0,,none,,,none,True,False,False
131,Acetylcysteine 20% High dose oral 2000mg,acetylcysteine 20%,Not Recorded,none,1,,,,2000.0 mg,mg,2000.0,none,False,False,False
132,Acetylcysteine 20% IV injection,acetylcysteine,Not Recorded,none,19309,,,,none,,,none,False,False,False
133,Acetylcysteine 20% IV injection,acetylcysteine 20%,Not Recorded,none,6425,,,,none,,,none,False,False,False
134,Acetylcysteine 20% IV injection,acetylcysteine 20% injection,Not Recorded,none,8956,,,,none,,,none,False,False,False
135,Acyclovir 1gm inj,acyclovir,Not Recorded,none,11137,,,,1.0 gm,gm,1.0,none,False,False,False
136,Acyclovir 500 mg inj,acyclovir,Not Recorded,none,169,,,,500.0 mg,mg,500.0,none,False,False,False
137,Acyclovir 500mg/10mL inj,acyclovir,Not Recorded,10.0 mL,33954,mL,10.0,,500.0 mg,mg,500.0,500.0 mg/10.0 ML,False,False,False
138,Acyclovir 7mg/mL/NS neonate syringe,acyclovir in NS syringe,Not Recorded,none,96,,,,7.0 mg,mg,7.0,none,False,False,False
139,Acyclovir 800 mg tablet,acyclovir,Not Recorded,none,1,,,,800.0 mg,mg,800.0,none,False,False,False
140,Adenosine 180 mg/90 mL D5W DBL CATH LAB,adenosine dbl drip,Not Recorded,90.0 mL,9,mL,90.0,,180.0 mg,mg,180.0,180.0 mg/90.0 ML,True,False,False
141,Adenosine 3 mg/mL inj 20mL for cath lab,adenosine,Not Recorded,20.0 mL,301,mL,20.0,,3.0 mg,mg,3.0,none,False,False,False
142,Adenosine 3 mg/mL inj 30mL Nuc Med/CARD MRI,adenosine,Not Recorded,30.0 mL,2,mL,30.0,,3.0 mg,mg,3.0,none,False,False,False
143,Adenosine 3 mg/mL inj 30mL Nuclear Medicine,adenosine,Not Recorded,30.0 mL,3,mL,30.0,,3.0 mg,mg,3.0,none,False,False,False
144,Adenosine 3mg/mL iv neonate,adenosine,Not Recorded,none,1,,,,3.0 mg,mg,3.0,none,True,False,False
145,Adenosine 5mg/250mL NS CATH LAB,adenosine/ns,Not Recorded,250.0 mL,236,mL,250.0,,5.0 mg,mg,5.0,5.0 mg/250.0 ML,True,False,False
146,Adenosine 6 mg/2 mL inj,adenosine,Not Recorded,2.0 mL,4859,mL,2.0,,6.0 mg,mg,6.0,6.0 mg/2.0 ML,False,False,False
147,Adenosine 90 mg/NS 50mL,adenosine,Not Recorded,50.0 mL,12,mL,50.0,,90.0 mg,mg,90.0,none,True,False,False
148,Ado-Trastuzumab emtansine 100mg inj.,ado-trastuzumab emtansine,Not Recorded,none,1,,,,100.0 mg,mg,100.0,none,False,False,False
149,Al/Mg hydrox/Simeth (Maalox) liq,Al/Mg hydrox/Simeth liq,Not Recorded,none,1,,,,none,,,none,True,False,False
150,Al/Mg hydrox/Simeth (Maalox) liq 30mL UD,Al/Mg hydrox/Simeth (Maalox) liq,Not Recorded,30.0 mL,1,mL,30.0,,none,,,none,True,False,False
151,Albumin 5% 50 mL (2.5gm) inj,albumin 5%,Not Recorded,50.0 mL,14,mL,50.0,,2.5 gm,gm,2.5,none,False,False,True
152,Albumin Human 25% 100mL,albumin 25%,Not Recorded,100.0 mL,6304,mL,100.0,,none,,,none,True,False,True
153,Albumin Human 25% 50mL,albumin 25%,Not Recorded,50.0 mL,77694,mL,50.0,,none,,,none,True,False,True
154,Albumin Human 5% 250 mL,albumin 5%,Not Recorded,250.0 mL,75690,mL,250.0,,none,,,none,True,False,True
155,Albumin Human 5% 500 mL (OR USE ONLY),albumin 5%,Not Recorded,500.0 mL,50485,mL,500.0,,none,,,none,True,False,True
156,Albuterol 5 mg/mL inhale 20mL soln.,albuterol,Not Recorded,20.0 mL,1,mL,20.0,,5.0 mg,mg,5.0,none,False,False,False
157,Albuterol 70mg (10mg/hr) cont. inhalation,albuterol inhale,Not Recorded,none,3,,,,70.0 mg,mg,70.0,none,False,False,False
158,Albuterol Aerosol Inhaler,albuterol inhaler,Not Recorded,none,301,,,,none,,,none,False,False,False
159,Albuterol Aerosol Inhaler (Selfuse),albuterol,Not Recorded,none,3,,,,none,,,none,False,False,False
160,Albuterol Aerosol Inhaler (WW),albuterol,Not Recorded,none,6,,,,none,,,none,False,False,False
161,Albuterol CFC free 90 mcg/inh aero,albuterol,Not Recorded,none,194,,,,90.0 mcg,mcg,90.0,none,False,False,False
162,Albuterol CFC free 90 mcg/inh aero.,albuterol,Not Recorded,none,3,,,,90.0 mcg,mcg,90.0,none,False,False,False
163,Alcohol (Dehydrated) 1mL inj,ethyl alcohol,Not Recorded,1.0 mL,4,mL,1.0,,none,,,none,False,False,False
164,"Alcohol, Ethyl (Dehydrated) 5 mL inj","alcohol, ethyl",Not Recorded,5.0 mL,97,mL,5.0,,none,,,none,False,False,False
165,"Aldesleukin 22,000,000 unit(s) inj",aldesleukin,Not Recorded,none,337,,,,22000000.0 unit,unit,22000000.0,none,False,False,False
166,Alemtuzumab 30 mg/mL inj,alemtuzumab,Not Recorded,none,102,,,,30.0 mg,mg,30.0,none,False,False,False
167,Allopurinol 500 mg inj,allopurinol,Not Recorded,none,255,,,,500.0 mg,mg,500.0,none,False,False,False
168,Alprazolam 0.5 mg tab,alprazolam,Not Recorded,none,1,,,,0.5 mg,mg,0.5,none,False,False,False
169,Alprostadil 500 mcg inj,alprostadil,Not Recorded,none,195,,,,500.0 mcg,mcg,500.0,none,False,False,False
170,Alteplase 100 mg inj,"alteplase, t-pa",Not Recorded,none,952,,,,100.0 mg,mg,100.0,none,False,False,False
171,Alteplase 100 mg inj ADD,"alteplase, t-pa ADD",Not Recorded,none,4452,,,,100.0 mg,mg,100.0,none,False,False,False
172,Alteplase 1mg/mL for Stroke protocol use only,alteplase,Not Recorded,none,665,,,,1.0 mg,mg,1.0,none,True,False,False
173,Alteplase 2 mg inj for drip,alteplase for drip,Not Recorded,none,2150,,,,2.0 mg,mg,2.0,none,False,False,False
174,Alteplase 30mg/30mL NS for Chest Tube,alteplase in syringe,Not Recorded,30.0 mL,3,mL,30.0,,30.0 mg,mg,30.0,30.0 mg/30.0 ML,True,False,False
175,Alteplase 50 mg inj,alteplase,Not Recorded,none,2414,,,,50.0 mg,mg,50.0,none,False,False,False
176,Alteplase 50 mg inj ADD,"alteplase, t-pa ADD",Not Recorded,none,354,,,,50.0 mg,mg,50.0,none,False,False,False
177,Alteplase Intrathecal/Intravent syringe,alteplase intra-thecal syringe,Not Recorded,none,9,,,,none,,,none,False,False,False
178,"Alteplase,Cathflo 2 mg inj",alteplase,Not Recorded,none,42229,,,,2.0 mg,mg,2.0,none,False,False,False
179,"Alteplase,Cathflo 20mg/20mL syringe for i-arterial",alteplase in syringe,Not Recorded,20.0 mL,41,mL,20.0,,20.0 mg,mg,20.0,20.0 mg/20.0 ML,False,False,False
180,Amifostine 500 mg inj,amifostine,Not Recorded,none,1,,,,500.0 mg,mg,500.0,none,False,False,False
181,Amikacin Nebulized Soln.,amikacin,Not Recorded,none,1,,,,none,,,none,True,False,False
182,Amikacin Sulf. 1000mg/4mL inj,amikacin,Not Recorded,4.0 mL,591,mL,4.0,,1000.0 mg,mg,1000.0,1000.0 mg/4.0 ML,False,False,False
183,Amikacin Sulfate 500 mg/ 2 mL inj,amikacin,Not Recorded,2.0 mL,1051,mL,2.0,,500.0 mg,mg,500.0,500.0 mg/2.0 ML,False,False,False
184,Amino Acid 3% UAC Line Fluid,amino acid 3% UAC,Not Recorded,none,27,,,,none,,,none,True,False,False
185,Amino Acid Injection 50gm/1000ml for Lutathera,Amino Acid Injection 50gm/1000ml for Lutathera,Not Recorded,1000.0 mL,701,mL,1000.0,,50.0 gm,gm,50.0,none,False,False,False
186,Amino Acids 10% (Trophamine) 500mL,amino acid 10%,Not Recorded,500.0 mL,14,mL,500.0,,none,,,none,True,False,False
187,Amino Acids 15% (Clinisol) inv. protocol AAA-177Lu-03,Amino Acids 15% (Clinisol) inv. protocol AAA-177Lu-03,Not Recorded,none,38,,,,none,,,none,True,False,False
188,Amino Acids 3% and Glycerin 3% / Lytes (ProcalAmine) 1000 mL,Amino acid Lytes 3% / Glycerin 3%,Not Recorded,1000.0 mL,13791,mL,1000.0,,none,,,none,True,False,False
189,Aminocaproic 500 mg tab,aminocaproic acid,Not Recorded,none,2,,,,500.0 mg,mg,500.0,none,False,False,False
190,Aminocaproic 5gm/20 mL inj,aminocaproic acid,Not Recorded,20.0 mL,26876,mL,20.0,,5.0 gm,gm,5.0,none,False,False,False
191,Aminocaproic acid 250mg/mL oral syrup,aminocaproic acid,Not Recorded,none,13,,,,250.0 mg,mg,250.0,none,False,False,False
192,Aminophylline 250 mg/ 10 mL inj,aminophylline,Not Recorded,10.0 mL,4,mL,10.0,,250.0 mg,mg,250.0,250.0 mg/10.0 ML,False,False,False
193,Aminophylline 500 mg/ 20 mL inj,aminophylline,Not Recorded,20.0 mL,51,mL,20.0,,500.0 mg,mg,500.0,500.0 mg/20.0 ML,False,False,False
194,Aminophylline 5mg/mL for ped syringe,aminophylline/ns,Not Recorded,none,1,,,,5.0 mg,mg,5.0,none,False,False,False
195,Aminosyn II 10% Solution 2000 mL (amino acid injection),amino acids 10%,Not Recorded,2000.0 mL,46,mL,2000.0,,none,,,none,False,False,False
196,Amiodarone 150 mg/100 mL Bolus,amiodarone,Not Recorded,100.0 mL,3165,mL,100.0,,150.0 mg,mg,150.0,150.0 mg/100.0 ML,True,False,False
197,Amiodarone 150 mg/100 mL Bolus,amiodarone in iso-dex,Not Recorded,100.0 mL,792,mL,100.0,,150.0 mg,mg,150.0,150.0 mg/100.0 ML,True,False,False
198,Amiodarone 150 mg/100 mL iso-dex Bolus,amiodarone in iso-dex,Not Recorded,100.0 mL,30110,mL,100.0,,150.0 mg,mg,150.0,150.0 mg/100.0 ML,True,False,False
199,Amiodarone 150 mg/3 mL inj,amiodarone,Milligrams/Minute,3.0 mL,639678,mL,3.0,,150.0 mg,mg,150.0,150.0 mg/3.0 ML,False,False,False
200,Amiodarone 200 mg tab,amiodarone,Not Recorded,none,19,,,,200.0 mg,mg,200.0,none,False,False,False
201,Amiodarone 450 mg/9 mL inj,amiodarone,Not Recorded,9.0 mL,46967,mL,9.0,,450.0 mg,mg,450.0,450.0 mg/9.0 ML,False,False,False
202,Amiodarone 900 mg Drip,amiodarone 900 mg drip,Not Recorded,none,24,,,,900.0 mg,mg,900.0,none,True,False,False
203,Amobarbital 500 mg inj,amobarbital,Not Recorded,none,1,,,,500.0 mg,mg,500.0,none,False,False,False
204,Amphotericin  liposomal  50 mg inj (Ambisome),amphotericin b liposome,Not Recorded,none,6039,,,,50.0 mg,mg,50.0,none,False,False,False
205,Amphotericin-B 50 mg inj,amphotericin B,Not Recorded,none,19,,,,50.0 mg,mg,50.0,none,False,False,False
206,Amphotericin-B 5mg/mL/D5W neonate syringe,amphotericin B in D5W syringe,Not Recorded,none,1,,,,5.0 mg,mg,5.0,none,False,False,False
207,Ampicillin 0.01mg/mL for Desensitization,ampicillin/ns for desensitization,Not Recorded,none,3,,,,0.01 mg,mg,0.01,none,True,False,False
208,Ampicillin 0.1mg/mL for Desensitization,ampicillin/ns for desensitization,Not Recorded,none,3,,,,0.1 mg,mg,0.1,none,True,False,False
209,Ampicillin 10 gm inj,ampicillin,Not Recorded,none,580,,,,10.0 gm,gm,10.0,none,False,False,False
210,Ampicillin 10mg/mL for Desensitization,ampicillin/ns for desensitization,Not Recorded,none,3,,,,10.0 mg,mg,10.0,none,True,False,False
211,Ampicillin 1gm IVPB,ampicillin in ns,Not Recorded,none,4442,,,,1.0 gm,gm,1.0,none,True,False,False
212,Ampicillin 1gm inj,ampicillin,Not Recorded,none,2635,,,,1.0 gm,gm,1.0,none,False,False,False
213,Ampicillin 2 gm inj,ampicillin,Not Recorded,none,11900,,,,2.0 gm,gm,2.0,none,False,False,False
214,Ampicillin 250 mg inj,ampicillin,Not Recorded,none,87,,,,250.0 mg,mg,250.0,none,False,False,False
215,Ampicillin 2gm IVPB,ampicillin in ns,Not Recorded,none,36652,,,,2.0 gm,gm,2.0,none,True,False,False
216,Ampicillin 500 mg inj,ampicillin,Not Recorded,none,975,,,,500.0 mg,mg,500.0,none,False,False,False
217,Ampicillin 500mg IVPB,ampicillin in ns,Not Recorded,none,197,,,,500.0 mg,mg,500.0,none,True,False,False
218,Ampicillin 50mg/mL for Desensitization,ampicillin/ns for desensitization,Not Recorded,none,3,,,,50.0 mg,mg,50.0,none,True,False,False
219,Ampicillin-Sulbactam  1.5gm inj,ampicillin-sulbactam,Not Recorded,none,3210,,,,1.5 gm,gm,1.5,none,False,False,False
220,Ampicillin-Sulbactam 3gm inj,ampicillin-sulbactam,Not Recorded,none,14266,,,,3.0 gm,gm,3.0,none,False,False,False
221,Ampicillin/Sulbactam 1.5gm IVPB,ampicil/sulbact in ns,Not Recorded,none,8173,,,,1.5 gm,gm,1.5,none,True,False,False
222,Ampicillin/Sulbactam 3gm  IVPB,Ampicil/sulbact in ns,Not Recorded,none,103154,,,,3.0 gm,gm,3.0,none,True,False,False
223,Angiotensin II 2.5mg/ml,angiotensin II,ng/kg/min,none,17322,,,,2.5 mg,mg,2.5,none,True,False,False
224,Anti-Thymocyte Globulin (Rabbit) 25 mg/5 mL,anti-thymocyt globulin(rabbit),Not Recorded,5.0 mL,4136,mL,5.0,,25.0 mg,mg,25.0,25.0 mg/5.0 ML,True,False,False
225,Anti-Thymocyte Globulin for study,thymocyt glob/PBO p# ITN028A1,Not Recorded,none,5,,,,none,,,none,True,False,False
226,Anti-Thymocyte Globulin for study2,thymocyt glob p#thymo102700103,Not Recorded,none,3,,,,none,,,none,True,False,False
227,Anticoagulant Citrate B 500 mL,Anticoagulant citrate B,Not Recorded,500.0 mL,1,mL,500.0,,none,,,none,True,False,False
228,Anticoagulant Citrate Dextrose A 1000mL,Anticoagulant citrate dext-A,Not Recorded,1000.0 mL,68,mL,1000.0,,none,,,none,True,False,False
229,Anticoagulant Citrate Soln-A 500mL,anticoagulant citrate dext-A,Not Recorded,500.0 mL,89,mL,500.0,,none,,,none,True,False,False
230,Antihemophilic factor-von Willebrand factor Bolus,antihemophilic factor-von Willebrand in syringe,Not Recorded,none,126,,,,none,,,none,True,False,False
231,Antihemophilic factor-von Willebrand factor inj,antihemophilic factor-von Willebrand,Not Recorded,none,119,,,,none,,,none,False,False,False
232,Antithrombin III 500 units bolus,antithrombin III in syringe,Not Recorded,none,426,,,,500.0 unit,unit,500.0,none,True,False,False
233,Antithrombin III 500 units-bolus,antithrombin III,Not Recorded,none,433,,,,500.0 unit,unit,500.0,none,True,False,False
234,Antithrombin III 500 units-bolus,antithrombin III in syringe,Not Recorded,none,15,,,,500.0 unit,unit,500.0,none,True,False,False
235,Antithrombin III 500 units-bolus (OR CHARGE),antithrombin III,Not Recorded,none,13,,,,500.0 unit,unit,500.0,none,True,False,False
236,Antivenin (Crotalidae) polyvalent inj,"crotalidae, antivenin",Not Recorded,none,69,,,,none,,,none,False,False,False
237,Aprepitant 125 mg cap,aprepitant,Not Recorded,none,1,,,,125.0 mg,mg,125.0,none,False,False,False
238,Aprepitant 125 mg-80 mg kit,aprepitant,Not Recorded,none,1,,,,125.0 mg,mg,125.0,none,True,False,False
239,Aprepitant 40 mg caps,aprepitant,Not Recorded,none,327,,,,40.0 mg,mg,40.0,none,False,False,False
240,Aprepitant 80 mg cap,aprepitant,Not Recorded,none,45,,,,80.0 mg,mg,80.0,none,False,False,False
241,Argatroban 250 mg vial,argatroban,Not Recorded,none,128662,,,,250.0 mg,mg,250.0,none,True,False,False
242,Arginine 10% 300 mL,arginine 10%,Not Recorded,300.0 mL,498,mL,300.0,,none,,,none,True,False,False
243,Arsenic 10mg/10mL inj,arsenic trioxide,Not Recorded,10.0 mL,1009,mL,10.0,,10.0 mg,mg,10.0,10.0 mg/10.0 ML,False,False,False
